"","playlist_name","playlist_uri","playlist_tracks_url","playlist_num_tracks","snapshot_id","playlist_img","track_name","track_uri","artist_name","album_name","album_img","track_added_at","track_popularity","track_preview_url","track_open_spotify_url","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms","time_signature","key_mode"
"76","Top Tracks of 2017: USA","37i9dQZF1DX7Axsg3uaDZb","https://api.spotify.com/v1/users/spotify/playlists/37i9dQZF1DX7Axsg3uaDZb/tracks?offset=0&limit=100",100,"WwOhi5cqqVBesRLJfiUir88o+yrsOOS0Cm8ijUG2kIj7PCW8xsbR848Aecz4H/qb6/ZN2jRgCzI=","https://i.scdn.co/image/e45f2ca5b6c1ad7f332d7b74432f697d94e96d05","Feels","5bcTCxgc7xVfSaMV3RuVke","Calvin Harris","Funk Wav Bounces Vol.1","https://i.scdn.co/image/5e9722f99e71ad424a3a8e46a4f7c5998460b885",2017-12-05 07:25:55,84,"https://p.scdn.co/mp3-preview/0c58b32cdd0231ce4dc3cc2fe63a71046fd9f586?cid=7cd7c410d1a94e06b4a81e4bda235aa5","https://open.spotify.com/track/5bcTCxgc7xVfSaMV3RuVke",0.893,0.745,"B",-3.105,"minor",0.0571,0.0642,0,0.0943,0.872,101.018,223413,4,"B minor"
"77","Top Tracks of 2017: USA","37i9dQZF1DX7Axsg3uaDZb","https://api.spotify.com/v1/users/spotify/playlists/37i9dQZF1DX7Axsg3uaDZb/tracks?offset=0&limit=100",100,"WwOhi5cqqVBesRLJfiUir88o+yrsOOS0Cm8ijUG2kIj7PCW8xsbR848Aecz4H/qb6/ZN2jRgCzI=","https://i.scdn.co/image/e45f2ca5b6c1ad7f332d7b74432f697d94e96d05","Love Galore","0q75NwOoFiARAVp4EXU4Bs","SZA","Ctrl","https://i.scdn.co/image/056d5d03db611ad1b9f00b1c3d19b7acf989b62e",2017-12-05 07:25:55,84,"https://p.scdn.co/mp3-preview/34ee046041c05b75609bd7eec1e97b6c7cb4fe4f?cid=7cd7c410d1a94e06b4a81e4bda235aa5","https://open.spotify.com/track/0q75NwOoFiARAVp4EXU4Bs",0.795,0.594,"C",-6.2,"major",0.0747,0.111,0,0.162,0.409,135.002,275080,4,"C major"
"78","Top Tracks of 2017: USA","37i9dQZF1DX7Axsg3uaDZb","https://api.spotify.com/v1/users/spotify/playlists/37i9dQZF1DX7Axsg3uaDZb/tracks?offset=0&limit=100",100,"WwOhi5cqqVBesRLJfiUir88o+yrsOOS0Cm8ijUG2kIj7PCW8xsbR848Aecz4H/qb6/ZN2jRgCzI=","https://i.scdn.co/image/e45f2ca5b6c1ad7f332d7b74432f697d94e96d05","Swalla (feat. Nicki Minaj & Ty Dolla $ign)","6kex4EBAj0WHXDKZMEJaaF","Jason Derulo","Swalla (feat. Nicki Minaj & Ty Dolla $ign)","https://i.scdn.co/image/87d0b1856d2c2ce55fdb4c8129e47a6df6f33aff",2017-12-05 07:25:55,86,"https://p.scdn.co/mp3-preview/9aa4e0500aae8b33d04f031c454688890ab06468?cid=7cd7c410d1a94e06b4a81e4bda235aa5","https://open.spotify.com/track/6kex4EBAj0WHXDKZMEJaaF",0.696,0.817,"C#",-3.862,"major",0.109,0.075,0,0.187,0.782,98.064,216409,4,"C# major"
"79","Top Tracks of 2017: USA","37i9dQZF1DX7Axsg3uaDZb","https://api.spotify.com/v1/users/spotify/playlists/37i9dQZF1DX7Axsg3uaDZb/tracks?offset=0&limit=100",100,"WwOhi5cqqVBesRLJfiUir88o+yrsOOS0Cm8ijUG2kIj7PCW8xsbR848Aecz4H/qb6/ZN2jRgCzI=","https://i.scdn.co/image/e45f2ca5b6c1ad7f332d7b74432f697d94e96d05","It's A Vibe","6H0AwSQ20mo62jGlPGB8S6","2 Chainz","Pretty Girls Like Trap Music","https://i.scdn.co/image/2da73e613fc2f85004da707506a435004e17fb43",2017-12-05 07:25:55,81,NA,"https://open.spotify.com/track/6H0AwSQ20mo62jGlPGB8S6",0.841,0.516,"B",-7.461,"minor",0.118,0.0263,0.00072,0.111,0.556,145.995,210200,4,"B minor"
"80","Top Tracks of 2017: USA","37i9dQZF1DX7Axsg3uaDZb","https://api.spotify.com/v1/users/spotify/playlists/37i9dQZF1DX7Axsg3uaDZb/tracks?offset=0&limit=100",100,"WwOhi5cqqVBesRLJfiUir88o+yrsOOS0Cm8ijUG2kIj7PCW8xsbR848Aecz4H/qb6/ZN2jRgCzI=","https://i.scdn.co/image/e45f2ca5b6c1ad7f332d7b74432f697d94e96d05","Perfect","0tgVpDi06FyKpA1z0VMD4v","Ed Sheeran","÷ (Deluxe)","https://i.scdn.co/image/e6a84983ed9b0a04ce633b021329f7df034e7c7c",2017-12-05 07:25:55,94,"https://p.scdn.co/mp3-preview/9779493d90a47f29e4257aa45bc6146d1ee9cb26?cid=7cd7c410d1a94e06b4a81e4bda235aa5","https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v",0.599,0.448,"G#",-6.312,"major",0.0232,0.163,0,0.106,0.168,95.05,263400,3,"G# major"
"81","Top Tracks of 2017: USA","37i9dQZF1DX7Axsg3uaDZb","https://api.spotify.com/v1/users/spotify/playlists/37i9dQZF1DX7Axsg3uaDZb/tracks?offset=0&limit=100",100,"WwOhi5cqqVBesRLJfiUir88o+yrsOOS0Cm8ijUG2kIj7PCW8xsbR848Aecz4H/qb6/ZN2jRgCzI=","https://i.scdn.co/image/e45f2ca5b6c1ad7f332d7b74432f697d94e96d05","No Heart","4gmmRb6bZJffOOiww1JGTO","21 Savage","Savage Mode","https://i.scdn.co/image/404ff23f804534d9266b95bd5a81cb33a1675c00",2017-12-05 07:25:55,78,"https://p.scdn.co/mp3-preview/9d8a25c6bfc33e641cdd5aa420beedbb41b08fc7?cid=7cd7c410d1a94e06b4a81e4bda235aa5","https://open.spotify.com/track/4gmmRb6bZJffOOiww1JGTO",0.906,0.444,"E",-8.692,"minor",0.384,0.136,6.44e-05,0.173,0.678,140.063,235040,4,"E minor"
"82","Top Tracks of 2017: USA","37i9dQZF1DX7Axsg3uaDZb","https://api.spotify.com/v1/users/spotify/playlists/37i9dQZF1DX7Axsg3uaDZb/tracks?offset=0&limit=100",100,"WwOhi5cqqVBesRLJfiUir88o+yrsOOS0Cm8ijUG2kIj7PCW8xsbR848Aecz4H/qb6/ZN2jRgCzI=","https://i.scdn.co/image/e45f2ca5b6c1ad7f332d7b74432f697d94e96d05","How Far I'll Go - From ""Moana""","5hYTyyh2odQKphUbMqc5gN","Alessia Cara","How Far I'll Go (From ""Moana"")","https://i.scdn.co/image/7ea8d0a2682d89e50b1aba5c834ac4bcafe5b0ab",2017-12-05 07:25:55,72,NA,"https://open.spotify.com/track/5hYTyyh2odQKphUbMqc5gN",0.314,0.555,"A",-9.601,"major",0.37,0.157,0.000108,0.067,0.159,179.666,175517,4,"A major"
"83","Top Tracks of 2017: USA","37i9dQZF1DX7Axsg3uaDZb","https://api.spotify.com/v1/users/spotify/playlists/37i9dQZF1DX7Axsg3uaDZb/tracks?offset=0&limit=100",100,"WwOhi5cqqVBesRLJfiUir88o+yrsOOS0Cm8ijUG2kIj7PCW8xsbR848Aecz4H/qb6/ZN2jRgCzI=","https://i.scdn.co/image/e45f2ca5b6c1ad7f332d7b74432f697d94e96d05","Losin Control","4cxMGhkinTocPSVVKWIw0d","Russ","There's Really A Wolf","https://i.scdn.co/image/896e3f06b79792b93bb96ee3f3444a5a87ce845f",2017-12-05 07:25:55,82,"https://p.scdn.co/mp3-preview/b6912a2077507660710d39ae6ba5c085891dc226?cid=7cd7c410d1a94e06b4a81e4bda235aa5","https://open.spotify.com/track/4cxMGhkinTocPSVVKWIw0d",0.759,0.245,"F#",-6.545,"major",0.138,0.515,0.000154,0.102,0.209,96.992,237507,4,"F# major"
"84","Top Tracks of 2017: USA","37i9dQZF1DX7Axsg3uaDZb","https://api.spotify.com/v1/users/spotify/playlists/37i9dQZF1DX7Axsg3uaDZb/tracks?offset=0&limit=100",100,"WwOhi5cqqVBesRLJfiUir88o+yrsOOS0Cm8ijUG2kIj7PCW8xsbR848Aecz4H/qb6/ZN2jRgCzI=","https://i.scdn.co/image/e45f2ca5b6c1ad7f332d7b74432f697d94e96d05","pick up the phone","20dP2DaMHIAmwWAbp7peSr","Young Thug","Birds In The Trap Sing McKnight","https://i.scdn.co/image/6c41981dc659cc8a19a0371f42951d8dec48db7c",2017-12-05 07:25:55,79,"https://p.scdn.co/mp3-preview/096740087670272bd8d4a1d4b2dcec26c7965e5f?cid=7cd7c410d1a94e06b4a81e4bda235aa5","https://open.spotify.com/track/20dP2DaMHIAmwWAbp7peSr",0.711,0.739,"G",-3.804,"minor",0.129,0.114,0,0.226,0.43,136.919,252256,4,"G minor"
"85","Top Tracks of 2017: USA","37i9dQZF1DX7Axsg3uaDZb","https://api.spotify.com/v1/users/spotify/playlists/37i9dQZF1DX7Axsg3uaDZb/tracks?offset=0&limit=100",100,"WwOhi5cqqVBesRLJfiUir88o+yrsOOS0Cm8ijUG2kIj7PCW8xsbR848Aecz4H/qb6/ZN2jRgCzI=","https://i.scdn.co/image/e45f2ca5b6c1ad7f332d7b74432f697d94e96d05","You Was Right","2ANLarE8yHVsLWW21nj79M","Lil Uzi Vert","Lil Uzi Vert Vs. The World","https://i.scdn.co/image/4e3223c720e242f9d1a6675fc552f62e93bfe804",2017-12-05 07:25:55,78,"https://p.scdn.co/mp3-preview/5e922ed555267f903503958d68ea28879aa7cf71?cid=7cd7c410d1a94e06b4a81e4bda235aa5","https://open.spotify.com/track/2ANLarE8yHVsLWW21nj79M",0.843,0.359,"C",-7.417,"major",0.461,0.069,0,0.12,0.156,81.987,163944,4,"C major"
"86","Top Tracks of 2017: USA","37i9dQZF1DX7Axsg3uaDZb","https://api.spotify.com/v1/users/spotify/playlists/37i9dQZF1DX7Axsg3uaDZb/tracks?offset=0&limit=100",100,"WwOhi5cqqVBesRLJfiUir88o+yrsOOS0Cm8ijUG2kIj7PCW8xsbR848Aecz4H/qb6/ZN2jRgCzI=","https://i.scdn.co/image/e45f2ca5b6c1ad7f332d7b74432f697d94e96d05","Call On Me - Ryan Riback Extended Remix","78rIJddV4X0HkNAInEcYde","Starley","Call On Me (Remixes)","https://i.scdn.co/image/fa721a2b940bb61505f5ffab24a3d9a82d87e9c6",2017-12-05 07:25:55,63,NA,"https://open.spotify.com/track/78rIJddV4X0HkNAInEcYde",0.676,0.843,"C",-4.068,"major",0.0367,0.0623,0.000752,0.181,0.718,105.003,222041,4,"C major"
"87","Top Tracks of 2017: USA","37i9dQZF1DX7Axsg3uaDZb","https://api.spotify.com/v1/users/spotify/playlists/37i9dQZF1DX7Axsg3uaDZb/tracks?offset=0&limit=100",100,"WwOhi5cqqVBesRLJfiUir88o+yrsOOS0Cm8ijUG2kIj7PCW8xsbR848Aecz4H/qb6/ZN2jRgCzI=","https://i.scdn.co/image/e45f2ca5b6c1ad7f332d7b74432f697d94e96d05","do re mi","3Q3myFA7q4Op95DOpHplaY","Blackbear","digital druglord","https://i.scdn.co/image/caa8a134bb7757aa56dd965aac02554861b6768c",2017-12-05 07:25:55,80,NA,"https://open.spotify.com/track/3Q3myFA7q4Op95DOpHplaY",0.742,0.599,"G#",-6.256,"major",0.0465,0.00419,1.02e-05,0.126,0.154,110.977,212027,3,"G# major"
"88","Top Tracks of 2017: USA","37i9dQZF1DX7Axsg3uaDZb","https://api.spotify.com/v1/users/spotify/playlists/37i9dQZF1DX7Axsg3uaDZb/tracks?offset=0&limit=100",100,"WwOhi5cqqVBesRLJfiUir88o+yrsOOS0Cm8ijUG2kIj7PCW8xsbR848Aecz4H/qb6/ZN2jRgCzI=","https://i.scdn.co/image/e45f2ca5b6c1ad7f332d7b74432f697d94e96d05","Both (feat. Drake)","5tFep7dXGd7vEJ668wTPux","Gucci Mane","The Return of East Atlanta Santa","https://i.scdn.co/image/8d20ea0526e0e3eb05d775b050af16a66c4b1c72",2017-12-05 07:25:55,80,"https://p.scdn.co/mp3-preview/0278a03a3a9814b0532764b4c1d014388e815073?cid=7cd7c410d1a94e06b4a81e4bda235aa5","https://open.spotify.com/track/5tFep7dXGd7vEJ668wTPux",0.85,0.405,"G",-7.509,"minor",0.225,0.119,0.000118,0.0707,0.344,139.976,190312,4,"G minor"
"89","Top Tracks of 2017: USA","37i9dQZF1DX7Axsg3uaDZb","https://api.spotify.com/v1/users/spotify/playlists/37i9dQZF1DX7Axsg3uaDZb/tracks?offset=0&limit=100",100,"WwOhi5cqqVBesRLJfiUir88o+yrsOOS0Cm8ijUG2kIj7PCW8xsbR848Aecz4H/qb6/ZN2jRgCzI=","https://i.scdn.co/image/e45f2ca5b6c1ad7f332d7b74432f697d94e96d05","Selfish","6yHkPtl6UQ7RjtJLBPzbJw","Future","HNDRXX","https://i.scdn.co/image/9f4f496a8656c3420d0962d8a81cad76b5426277",2017-12-05 07:25:55,76,"https://p.scdn.co/mp3-preview/716d5059aff4caf46c88d09cb7baef5898e3a71c?cid=7cd7c410d1a94e06b4a81e4bda235aa5","https://open.spotify.com/track/6yHkPtl6UQ7RjtJLBPzbJw",0.415,0.369,"G#",-10.044,"major",0.0741,0.0303,7.64e-06,0.383,0.0913,95.746,251423,4,"G# major"
"90","Top Tracks of 2017: USA","37i9dQZF1DX7Axsg3uaDZb","https://api.spotify.com/v1/users/spotify/playlists/37i9dQZF1DX7Axsg3uaDZb/tracks?offset=0&limit=100",100,"WwOhi5cqqVBesRLJfiUir88o+yrsOOS0Cm8ijUG2kIj7PCW8xsbR848Aecz4H/qb6/ZN2jRgCzI=","https://i.scdn.co/image/e45f2ca5b6c1ad7f332d7b74432f697d94e96d05","Weak","3E2Zh20GDCR9B1EYjfXWyv","AJR","The Click","https://i.scdn.co/image/9923181bb18e2b549b3e882e7d3063bbf2e49b5e",2017-12-05 07:25:55,56,"https://p.scdn.co/mp3-preview/e9123af930849a20dad875b2a42e5ca65f1944b6?cid=7cd7c410d1a94e06b4a81e4bda235aa5","https://open.spotify.com/track/3E2Zh20GDCR9B1EYjfXWyv",0.673,0.637,"F",-4.518,"major",0.0429,0.137,0,0.184,0.678,123.98,201160,4,"F major"
"91","Top Tracks of 2017: USA","37i9dQZF1DX7Axsg3uaDZb","https://api.spotify.com/v1/users/spotify/playlists/37i9dQZF1DX7Axsg3uaDZb/tracks?offset=0&limit=100",100,"WwOhi5cqqVBesRLJfiUir88o+yrsOOS0Cm8ijUG2kIj7PCW8xsbR848Aecz4H/qb6/ZN2jRgCzI=","https://i.scdn.co/image/e45f2ca5b6c1ad7f332d7b74432f697d94e96d05","Silence","7vGuf3Y35N4wmASOKLUVVU","Marshmello","Silence","https://i.scdn.co/image/2ce516d3f99db708defab97b4294d95bea27cd9f",2017-12-05 07:25:55,92,"https://p.scdn.co/mp3-preview/d779881bd6bbcced00dbf7f5b87e3374bf7c058b?cid=7cd7c410d1a94e06b4a81e4bda235aa5","https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU",0.52,0.761,"E",-3.093,"major",0.0853,0.256,4.96e-06,0.17,0.286,141.971,180823,4,"E major"
"92","Top Tracks of 2017: USA","37i9dQZF1DX7Axsg3uaDZb","https://api.spotify.com/v1/users/spotify/playlists/37i9dQZF1DX7Axsg3uaDZb/tracks?offset=0&limit=100",100,"WwOhi5cqqVBesRLJfiUir88o+yrsOOS0Cm8ijUG2kIj7PCW8xsbR848Aecz4H/qb6/ZN2jRgCzI=","https://i.scdn.co/image/e45f2ca5b6c1ad7f332d7b74432f697d94e96d05","Chill Bill","5uDASfU19gDxSjW8cnCaBp","Rob $tone","Chill Bill","https://i.scdn.co/image/71a280c227e39bbc0092e53d892bc985cf2b5fc2",2017-12-05 07:25:55,82,"https://p.scdn.co/mp3-preview/aeb15a42574fb5888f02e6dbd3ee65a9848ed3c4?cid=7cd7c410d1a94e06b4a81e4bda235aa5","https://open.spotify.com/track/5uDASfU19gDxSjW8cnCaBp",0.886,0.427,"F#",-10.028,"major",0.145,0.0312,0.00099,0.0906,0.23,108.034,177184,4,"F# major"
"93","Top Tracks of 2017: USA","37i9dQZF1DX7Axsg3uaDZb","https://api.spotify.com/v1/users/spotify/playlists/37i9dQZF1DX7Axsg3uaDZb/tracks?offset=0&limit=100",100,"WwOhi5cqqVBesRLJfiUir88o+yrsOOS0Cm8ijUG2kIj7PCW8xsbR848Aecz4H/qb6/ZN2jRgCzI=","https://i.scdn.co/image/e45f2ca5b6c1ad7f332d7b74432f697d94e96d05","Scared to Be Lonely","3ebXMykcMXOcLeJ9xZ17XH","Martin Garrix","Scared to Be Lonely","https://i.scdn.co/image/9d838ad5190c61ff09be379040addb53597b7f2d",2017-12-05 07:25:55,86,"https://p.scdn.co/mp3-preview/36cf23a16f3d05a2c1d3d7abfe7b13e5dc3c6ade?cid=7cd7c410d1a94e06b4a81e4bda235aa5","https://open.spotify.com/track/3ebXMykcMXOcLeJ9xZ17XH",0.584,0.54,"C#",-7.786,"minor",0.0576,0.0895,0,0.261,0.195,137.972,220883,4,"C# minor"
"94","Top Tracks of 2017: USA","37i9dQZF1DX7Axsg3uaDZb","https://api.spotify.com/v1/users/spotify/playlists/37i9dQZF1DX7Axsg3uaDZb/tracks?offset=0&limit=100",100,"WwOhi5cqqVBesRLJfiUir88o+yrsOOS0Cm8ijUG2kIj7PCW8xsbR848Aecz4H/qb6/ZN2jRgCzI=","https://i.scdn.co/image/e45f2ca5b6c1ad7f332d7b74432f697d94e96d05","Love On The Brain","2aksifNn5ph8igDOkPBA02","Rihanna","ANTI","https://i.scdn.co/image/660849fa669b8fd072487d557e39232ffdd64479",2017-12-05 07:25:55,75,NA,"https://open.spotify.com/track/2aksifNn5ph8igDOkPBA02",0.506,0.641,"E",-4.815,"minor",0.0456,0.0848,8.09e-06,0.073,0.393,171.957,224000,3,"E minor"
"95","Top Tracks of 2017: USA","37i9dQZF1DX7Axsg3uaDZb","https://api.spotify.com/v1/users/spotify/playlists/37i9dQZF1DX7Axsg3uaDZb/tracks?offset=0&limit=100",100,"WwOhi5cqqVBesRLJfiUir88o+yrsOOS0Cm8ijUG2kIj7PCW8xsbR848Aecz4H/qb6/ZN2jRgCzI=","https://i.scdn.co/image/e45f2ca5b6c1ad7f332d7b74432f697d94e96d05","Money Longer","0B8QzDH7YWih85V5SEMnyJ","Lil Uzi Vert","Lil Uzi Vert Vs. The World","https://i.scdn.co/image/4e3223c720e242f9d1a6675fc552f62e93bfe804",2017-12-05 07:25:55,80,"https://p.scdn.co/mp3-preview/d3e64e38a6bc9be041fe7b1d6c9a0cacf07e2955?cid=7cd7c410d1a94e06b4a81e4bda235aa5","https://open.spotify.com/track/0B8QzDH7YWih85V5SEMnyJ",0.795,0.568,"F",-7.817,"minor",0.142,0.0541,0,0.108,0.478,136.173,198944,4,"F minor"
"96","Top Tracks of 2017: USA","37i9dQZF1DX7Axsg3uaDZb","https://api.spotify.com/v1/users/spotify/playlists/37i9dQZF1DX7Axsg3uaDZb/tracks?offset=0&limit=100",100,"WwOhi5cqqVBesRLJfiUir88o+yrsOOS0Cm8ijUG2kIj7PCW8xsbR848Aecz4H/qb6/ZN2jRgCzI=","https://i.scdn.co/image/e45f2ca5b6c1ad7f332d7b74432f697d94e96d05","New Rules","2ekn2ttSfGqwhhate0LSR0","Dua Lipa","Dua Lipa (Deluxe)","https://i.scdn.co/image/80ed68cfbca71e8026e89e8cb603e2a0c9ffa554",2017-12-05 07:25:55,93,"https://p.scdn.co/mp3-preview/cd327b079e2de504b4444f88e6b3b79afdf789f8?cid=7cd7c410d1a94e06b4a81e4bda235aa5","https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0",0.771,0.696,"A",-6.258,"minor",0.0755,0.00256,9.71e-06,0.179,0.656,116.054,208827,4,"A minor"
"97","Top Tracks of 2017: USA","37i9dQZF1DX7Axsg3uaDZb","https://api.spotify.com/v1/users/spotify/playlists/37i9dQZF1DX7Axsg3uaDZb/tracks?offset=0&limit=100",100,"WwOhi5cqqVBesRLJfiUir88o+yrsOOS0Cm8ijUG2kIj7PCW8xsbR848Aecz4H/qb6/ZN2jRgCzI=","https://i.scdn.co/image/e45f2ca5b6c1ad7f332d7b74432f697d94e96d05","Jocelyn Flores","7m9OqQk4RVRkw9JJdeAw96","XXXTENTACION","17","https://i.scdn.co/image/6fdafb637a3447689440ade1a57a0e3435befd17",2017-12-05 07:25:55,91,"https://p.scdn.co/mp3-preview/9fd5ccc86f318c303d582800e9f7d6f07f40440b?cid=7cd7c410d1a94e06b4a81e4bda235aa5","https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96",0.872,0.391,"C",-9.144,"minor",0.242,0.469,4.13e-06,0.297,0.437,134.021,119133,4,"C minor"
"98","Top Tracks of 2017: USA","37i9dQZF1DX7Axsg3uaDZb","https://api.spotify.com/v1/users/spotify/playlists/37i9dQZF1DX7Axsg3uaDZb/tracks?offset=0&limit=100",100,"WwOhi5cqqVBesRLJfiUir88o+yrsOOS0Cm8ijUG2kIj7PCW8xsbR848Aecz4H/qb6/ZN2jRgCzI=","https://i.scdn.co/image/e45f2ca5b6c1ad7f332d7b74432f697d94e96d05","Starving","6875MeXyCW0wLyT72Eetmo","Hailee Steinfeld","HAIZ","https://i.scdn.co/image/68c9781a31460248e25bb301a68641baeb54251a",2017-12-05 07:25:55,42,NA,"https://open.spotify.com/track/6875MeXyCW0wLyT72Eetmo",0.721,0.626,"E",-4.2,"major",0.123,0.402,0,0.102,0.558,99.914,181933,4,"E major"
"99","Top Tracks of 2017: USA","37i9dQZF1DX7Axsg3uaDZb","https://api.spotify.com/v1/users/spotify/playlists/37i9dQZF1DX7Axsg3uaDZb/tracks?offset=0&limit=100",100,"WwOhi5cqqVBesRLJfiUir88o+yrsOOS0Cm8ijUG2kIj7PCW8xsbR848Aecz4H/qb6/ZN2jRgCzI=","https://i.scdn.co/image/e45f2ca5b6c1ad7f332d7b74432f697d94e96d05","No Role Modelz","62vpWI1CHwFy7tMIcSStl8","J. Cole","2014 Forest Hills Drive","https://i.scdn.co/image/9c5d0ed04c5d5ca1fb3027cdc860698c89da4942",2017-12-05 07:25:55,84,"https://p.scdn.co/mp3-preview/ef67372f58306c52484caadd120b0455e3fe2e6d?cid=7cd7c410d1a94e06b4a81e4bda235aa5","https://open.spotify.com/track/62vpWI1CHwFy7tMIcSStl8",0.696,0.521,"A#",-8.465,"minor",0.332,0.302,0,0.0565,0.458,100,292987,4,"A# minor"
"100","Top Tracks of 2017: USA","37i9dQZF1DX7Axsg3uaDZb","https://api.spotify.com/v1/users/spotify/playlists/37i9dQZF1DX7Axsg3uaDZb/tracks?offset=0&limit=100",100,"WwOhi5cqqVBesRLJfiUir88o+yrsOOS0Cm8ijUG2kIj7PCW8xsbR848Aecz4H/qb6/ZN2jRgCzI=","https://i.scdn.co/image/e45f2ca5b6c1ad7f332d7b74432f697d94e96d05","Party Monster","4F7A0DXBrmUAkp32uenhZt","The Weeknd","Starboy","https://i.scdn.co/image/7bc60842d505753942b0cedf0e95f53074867806",2017-12-05 07:25:55,75,NA,"https://open.spotify.com/track/4F7A0DXBrmUAkp32uenhZt",0.585,0.612,"C#",-8.341,"major",0.0806,0.181,1.03e-05,0.293,0.188,77.487,249213,4,"C# major"
